 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,1835.833,6.167,1835.833,6.167,1835,5,2,2,765,765
2,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,1339.250,10.500,1339.250,10.500,1338,9,2,3,1020,1020
3,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,1278.000,11.000,1278.000,11.000,1277,10,2,2,1020,1020
4,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,7,255,0,1580.214,13.500,1580.214,13.500,1579,12,3,3,1785,1785
5,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,1594.333,15.333,1594.333,15.333,1593,14,3,3,1530,1530
6,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,655.100,17.500,655.100,17.500,654,16,3,3,1275,1275
7,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,1293.100,18.300,1293.100,18.300,1292,17,2,3,1275,1275
8,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,1514.500,17.750,1514.500,17.750,1513,17,3,2,1020,1020
9,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,1868.500,18.000,1868.500,18.000,1867,17,3,2,1020,1020
10,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,1385.000,19.500,1385.000,19.500,1384,18,2,3,1020,1020
11,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,11,255,0,3461.318,22.318,3461.318,22.318,3459,20,4,4,2805,2805
12,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,4954.667,21.667,4954.667,21.667,4953,20,3,3,1530,1530
13,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,1251.100,24.300,1251.100,24.300,1250,23,2,3,1275,1275
14,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,1414.833,24.167,1414.833,24.167,1414,23,2,2,765,765
15,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,2027.333,24.833,2027.333,24.833,2026,23,3,3,1530,1530
16,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,12,255,0,4950.417,25.333,4950.417,25.333,4949,23,3,5,3060,3060
17,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,1532.500,25.167,1532.500,25.167,1531,24,3,2,765,765
18,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,1,255,0,2074.500,24.500,2074.500,24.500,2074,24,1,1,255,255
19,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,2638.000,25.000,2638.000,25.000,2637,24,2,2,1020,1020
20,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,3420.500,25.000,3420.500,25.000,3419,24,3,2,1530,1530
21,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,2568.000,29.833,2568.000,29.833,2567,28,2,4,1530,1530
22,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,8,255,0,3192.625,33.000,3192.625,33.000,3191,31,3,4,2040,2040
23,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,7,255,0,6194.214,33.071,6194.214,33.071,6193,31,3,4,1785,1785
24,Output\A6_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,2157.000,33.500,2157.000,33.500,2156,32,2,3,1530,1530
