,ImageID,Gephyrin Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
3,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,9.0,8.0,A8, AB7928,F,CTRL,42
4,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,13.0,10.0,A8, AB7928,F,CTRL,42
5,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,12.0,A8, AB7928,F,CTRL,42
6,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,24.0,14.0,A8, AB7928,F,CTRL,42
7,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,63.0,16.0,A8, AB7928,F,CTRL,42
8,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,57.0,18.0,A8, AB7928,F,CTRL,42
9,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,79.0,20.0,A8, AB7928,F,CTRL,42
10,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,66.0,22.0,A8, AB7928,F,CTRL,42
11,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,87.0,24.0,A8, AB7928,F,CTRL,42
12,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,81.0,26.0,A8, AB7928,F,CTRL,42
13,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,92.0,28.0,A8, AB7928,F,CTRL,42
14,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,104.0,30.0,A8, AB7928,F,CTRL,42
15,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,101.0,32.0,A8, AB7928,F,CTRL,42
16,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,101.0,34.0,A8, AB7928,F,CTRL,42
17,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,67.0,36.0,A8, AB7928,F,CTRL,42
18,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,99.0,38.0,A8, AB7928,F,CTRL,42
19,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,77.0,40.0,A8, AB7928,F,CTRL,42
20,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,48.0,42.0,A8, AB7928,F,CTRL,42
21,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,66.0,44.0,A8, AB7928,F,CTRL,42
22,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,75.0,46.0,A8, AB7928,F,CTRL,42
23,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,75.0,48.0,A8, AB7928,F,CTRL,42
24,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,78.0,50.0,A8, AB7928,F,CTRL,42
25,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,73.0,52.0,A8, AB7928,F,CTRL,42
26,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,67.0,54.0,A8, AB7928,F,CTRL,42
27,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,65.0,56.0,A8, AB7928,F,CTRL,42
28,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,76.0,58.0,A8, AB7928,F,CTRL,42
29,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,56.0,60.0,A8, AB7928,F,CTRL,42
30,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,58.0,62.0,A8, AB7928,F,CTRL,42
31,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,64.0,A8, AB7928,F,CTRL,42
32,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,30.0,66.0,A8, AB7928,F,CTRL,42
33,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,39.0,68.0,A8, AB7928,F,CTRL,42
34,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,30.0,70.0,A8, AB7928,F,CTRL,42
35,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,60.0,72.0,A8, AB7928,F,CTRL,42
36,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,74.0,A8, AB7928,F,CTRL,42
37,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,50.0,76.0,A8, AB7928,F,CTRL,42
38,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,48.0,78.0,A8, AB7928,F,CTRL,42
39,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,45.0,80.0,A8, AB7928,F,CTRL,42
40,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,49.0,82.0,A8, AB7928,F,CTRL,42
41,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,84.0,A8, AB7928,F,CTRL,42
42,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,38.0,86.0,A8, AB7928,F,CTRL,42
43,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,54.0,88.0,A8, AB7928,F,CTRL,42
44,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,63.0,90.0,A8, AB7928,F,CTRL,42
45,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,41.0,92.0,A8, AB7928,F,CTRL,42
46,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,94.0,A8, AB7928,F,CTRL,42
47,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,30.0,96.0,A8, AB7928,F,CTRL,42
48,A8_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,98.0,A8, AB7928,F,CTRL,42
0,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,3.0,2.0,A8, AB7928,F,CTRL,42
1,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,3.0,4.0,A8, AB7928,F,CTRL,42
2,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,1.0,6.0,A8, AB7928,F,CTRL,42
3,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,3.0,8.0,A8, AB7928,F,CTRL,42
4,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,1.0,10.0,A8, AB7928,F,CTRL,42
5,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,3.0,12.0,A8, AB7928,F,CTRL,42
6,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,3.0,14.0,A8, AB7928,F,CTRL,42
7,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,9.0,16.0,A8, AB7928,F,CTRL,42
8,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,21.0,18.0,A8, AB7928,F,CTRL,42
9,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,21.0,20.0,A8, AB7928,F,CTRL,42
10,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,22.0,A8, AB7928,F,CTRL,42
11,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,39.0,24.0,A8, AB7928,F,CTRL,42
12,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,41.0,26.0,A8, AB7928,F,CTRL,42
13,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,29.0,28.0,A8, AB7928,F,CTRL,42
14,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,61.0,30.0,A8, AB7928,F,CTRL,42
15,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,60.0,32.0,A8, AB7928,F,CTRL,42
16,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,48.0,34.0,A8, AB7928,F,CTRL,42
17,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,36.0,A8, AB7928,F,CTRL,42
18,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,38.0,A8, AB7928,F,CTRL,42
19,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,40.0,A8, AB7928,F,CTRL,42
20,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,34.0,42.0,A8, AB7928,F,CTRL,42
21,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,56.0,44.0,A8, AB7928,F,CTRL,42
22,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,50.0,46.0,A8, AB7928,F,CTRL,42
23,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,48.0,A8, AB7928,F,CTRL,42
24,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,55.0,50.0,A8, AB7928,F,CTRL,42
25,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,63.0,52.0,A8, AB7928,F,CTRL,42
26,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,43.0,54.0,A8, AB7928,F,CTRL,42
27,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,56.0,56.0,A8, AB7928,F,CTRL,42
28,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,58.0,A8, AB7928,F,CTRL,42
29,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,56.0,60.0,A8, AB7928,F,CTRL,42
30,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,62.0,A8, AB7928,F,CTRL,42
31,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,49.0,64.0,A8, AB7928,F,CTRL,42
32,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,66.0,A8, AB7928,F,CTRL,42
33,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,68.0,A8, AB7928,F,CTRL,42
34,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,32.0,70.0,A8, AB7928,F,CTRL,42
35,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,72.0,A8, AB7928,F,CTRL,42
36,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,57.0,74.0,A8, AB7928,F,CTRL,42
37,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,41.0,76.0,A8, AB7928,F,CTRL,42
38,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,36.0,78.0,A8, AB7928,F,CTRL,42
39,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,44.0,80.0,A8, AB7928,F,CTRL,42
40,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,51.0,82.0,A8, AB7928,F,CTRL,42
41,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,30.0,84.0,A8, AB7928,F,CTRL,42
42,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,36.0,86.0,A8, AB7928,F,CTRL,42
43,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,39.0,88.0,A8, AB7928,F,CTRL,42
44,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,90.0,A8, AB7928,F,CTRL,42
45,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,92.0,A8, AB7928,F,CTRL,42
46,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,94.0,A8, AB7928,F,CTRL,42
47,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,45.0,96.0,A8, AB7928,F,CTRL,42
48,A8_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,28.0,98.0,A8, AB7928,F,CTRL,42
0,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,13.0,2.0,A9, AB7931,F,CKO,42
1,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,9.0,4.0,A9, AB7931,F,CKO,42
2,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,11.0,6.0,A9, AB7931,F,CKO,42
3,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,12.0,8.0,A9, AB7931,F,CKO,42
4,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,15.0,10.0,A9, AB7931,F,CKO,42
5,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,26.0,12.0,A9, AB7931,F,CKO,42
6,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,23.0,14.0,A9, AB7931,F,CKO,42
7,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,16.0,A9, AB7931,F,CKO,42
8,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,64.0,18.0,A9, AB7931,F,CKO,42
9,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,65.0,20.0,A9, AB7931,F,CKO,42
10,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,73.0,22.0,A9, AB7931,F,CKO,42
11,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,58.0,24.0,A9, AB7931,F,CKO,42
12,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,64.0,26.0,A9, AB7931,F,CKO,42
13,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,72.0,28.0,A9, AB7931,F,CKO,42
14,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,68.0,30.0,A9, AB7931,F,CKO,42
15,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,67.0,32.0,A9, AB7931,F,CKO,42
16,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,53.0,34.0,A9, AB7931,F,CKO,42
17,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,39.0,36.0,A9, AB7931,F,CKO,42
18,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,28.0,38.0,A9, AB7931,F,CKO,42
19,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,49.0,40.0,A9, AB7931,F,CKO,42
20,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,35.0,42.0,A9, AB7931,F,CKO,42
21,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,44.0,A9, AB7931,F,CKO,42
22,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,46.0,A9, AB7931,F,CKO,42
23,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,44.0,48.0,A9, AB7931,F,CKO,42
24,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,53.0,50.0,A9, AB7931,F,CKO,42
25,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,46.0,52.0,A9, AB7931,F,CKO,42
26,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,36.0,54.0,A9, AB7931,F,CKO,42
27,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,56.0,A9, AB7931,F,CKO,42
28,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,32.0,58.0,A9, AB7931,F,CKO,42
29,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,25.0,60.0,A9, AB7931,F,CKO,42
30,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,62.0,A9, AB7931,F,CKO,42
31,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,21.0,64.0,A9, AB7931,F,CKO,42
32,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,12.0,66.0,A9, AB7931,F,CKO,42
33,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,68.0,A9, AB7931,F,CKO,42
34,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,70.0,A9, AB7931,F,CKO,42
35,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,27.0,72.0,A9, AB7931,F,CKO,42
36,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,15.0,74.0,A9, AB7931,F,CKO,42
37,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,76.0,A9, AB7931,F,CKO,42
38,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,78.0,A9, AB7931,F,CKO,42
39,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,13.0,80.0,A9, AB7931,F,CKO,42
40,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,17.0,82.0,A9, AB7931,F,CKO,42
41,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,13.0,84.0,A9, AB7931,F,CKO,42
42,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,26.0,86.0,A9, AB7931,F,CKO,42
43,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,16.0,88.0,A9, AB7931,F,CKO,42
44,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,24.0,90.0,A9, AB7931,F,CKO,42
45,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,20.0,92.0,A9, AB7931,F,CKO,42
46,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,31.0,94.0,A9, AB7931,F,CKO,42
47,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,96.0,A9, AB7931,F,CKO,42
48,A9_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,98.0,A9, AB7931,F,CKO,42
0,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,9.0,2.0,A9, AB7931,F,CKO,42
1,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,4.0,A9, AB7931,F,CKO,42
2,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,19.0,6.0,A9, AB7931,F,CKO,42
3,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,23.0,8.0,A9, AB7931,F,CKO,42
4,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,21.0,10.0,A9, AB7931,F,CKO,42
5,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,38.0,12.0,A9, AB7931,F,CKO,42
6,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,14.0,A9, AB7931,F,CKO,42
7,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,60.0,16.0,A9, AB7931,F,CKO,42
8,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,86.0,18.0,A9, AB7931,F,CKO,42
9,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,81.0,20.0,A9, AB7931,F,CKO,42
10,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,72.0,22.0,A9, AB7931,F,CKO,42
11,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,54.0,24.0,A9, AB7931,F,CKO,42
12,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,45.0,26.0,A9, AB7931,F,CKO,42
13,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,28.0,A9, AB7931,F,CKO,42
14,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,38.0,30.0,A9, AB7931,F,CKO,42
15,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,39.0,32.0,A9, AB7931,F,CKO,42
16,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,31.0,34.0,A9, AB7931,F,CKO,42
17,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,36.0,36.0,A9, AB7931,F,CKO,42
18,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,36.0,38.0,A9, AB7931,F,CKO,42
19,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,42.0,40.0,A9, AB7931,F,CKO,42
20,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,24.0,42.0,A9, AB7931,F,CKO,42
21,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,58.0,44.0,A9, AB7931,F,CKO,42
22,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,38.0,46.0,A9, AB7931,F,CKO,42
23,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,40.0,48.0,A9, AB7931,F,CKO,42
24,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,62.0,50.0,A9, AB7931,F,CKO,42
25,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,31.0,52.0,A9, AB7931,F,CKO,42
26,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,47.0,54.0,A9, AB7931,F,CKO,42
27,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,34.0,56.0,A9, AB7931,F,CKO,42
28,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,41.0,58.0,A9, AB7931,F,CKO,42
29,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,43.0,60.0,A9, AB7931,F,CKO,42
30,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,37.0,62.0,A9, AB7931,F,CKO,42
31,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,57.0,64.0,A9, AB7931,F,CKO,42
32,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,29.0,66.0,A9, AB7931,F,CKO,42
33,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,48.0,68.0,A9, AB7931,F,CKO,42
34,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,22.0,70.0,A9, AB7931,F,CKO,42
35,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,45.0,72.0,A9, AB7931,F,CKO,42
36,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,23.0,74.0,A9, AB7931,F,CKO,42
37,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,27.0,76.0,A9, AB7931,F,CKO,42
38,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,41.0,78.0,A9, AB7931,F,CKO,42
39,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,27.0,80.0,A9, AB7931,F,CKO,42
40,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,27.0,82.0,A9, AB7931,F,CKO,42
41,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,84.0,A9, AB7931,F,CKO,42
42,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,26.0,86.0,A9, AB7931,F,CKO,42
43,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,29.0,88.0,A9, AB7931,F,CKO,42
44,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,22.0,90.0,A9, AB7931,F,CKO,42
45,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,48.0,92.0,A9, AB7931,F,CKO,42
46,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,38.0,94.0,A9, AB7931,F,CKO,42
47,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,26.0,96.0,A9, AB7931,F,CKO,42
48,A9_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,21.0,98.0,A9, AB7931,F,CKO,42
0,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,5.0,2.0,A9, AB7931,F,CKO,42
1,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,10.0,4.0,A9, AB7931,F,CKO,42
2,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,14.0,6.0,A9, AB7931,F,CKO,42
3,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,18.0,8.0,A9, AB7931,F,CKO,42
4,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,9.0,10.0,A9, AB7931,F,CKO,42
5,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,17.0,12.0,A9, AB7931,F,CKO,42
6,A9_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif,20.0,14.0,A9, AB7931,F,CKO,42
