 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,red_thresholded,14,255,0,596.500,2.857,596.500,2.857,594,1,5,4,3570,3570
2,red_thresholded,18,255,0,671.778,3.333,671.778,3.333,669,1,5,5,4590,4590
3,red_thresholded,4,255,0,1018.500,2.000,1018.500,2.000,1017,1,3,2,1020,1020
4,red_thresholded,33,255,0,37.106,7.470,37.106,7.470,35,2,5,10,8415,8415
5,red_thresholded,21,255,0,327.310,4.452,327.310,4.452,325,2,5,5,5355,5355
6,red_thresholded,8,255,0,398.625,3.125,398.625,3.125,397,2,4,3,2040,2040
7,red_thresholded,9,255,0,974.167,3.389,974.167,3.389,972,2,4,3,2295,2295
8,red_thresholded,19,255,0,109.658,5.868,109.658,5.868,107,3,5,5,4845,4845
9,red_thresholded,6,255,0,522.000,5.000,522.000,5.000,521,3,2,4,1530,1530
10,red_thresholded,12,255,0,62.250,5.917,62.250,5.917,60,4,4,4,3060,3060
11,red_thresholded,8,255,0,480.500,5.125,480.500,5.125,478,4,5,2,2040,2040
12,red_thresholded,65,255,0,918.054,10.423,918.054,10.423,914,4,9,12,16575,16575
13,red_thresholded,9,255,0,272.389,6.833,272.389,6.833,271,5,3,4,2295,2295
14,red_thresholded,8,255,0,538.000,6.625,538.000,6.625,536,5,4,3,2040,2040
15,red_thresholded,13,255,0,1291.115,6.885,1291.115,6.885,1289,5,4,4,3315,3315
16,red_thresholded,52,255,0,1405.731,9.635,1405.731,9.635,1401,5,9,9,13260,13260
17,red_thresholded,11,255,0,1438.773,5.955,1438.773,5.955,1436,5,6,2,2805,2805
18,red_thresholded,11,255,0,1467.409,6.864,1467.409,6.864,1466,5,3,4,2805,2805
19,red_thresholded,102,255,0,1602.824,10.137,1602.824,10.137,1597,5,11,12,26010,26010
20,red_thresholded,22,255,0,1789.773,7.000,1789.773,7.000,1787,5,6,4,5610,5610
21,red_thresholded,96,255,0,1797.417,9.740,1797.417,9.740,1788,5,17,9,24480,24480
22,red_thresholded,40,255,0,1842.225,11.675,1842.225,11.675,1839,5,7,12,10200,10200
23,red_thresholded,11,255,0,412.591,7.136,412.591,7.136,410,6,5,3,2805,2805
24,red_thresholded,5,255,0,1087.100,7.700,1087.100,7.700,1086,6,2,3,1275,1275
25,red_thresholded,8,255,0,1163.875,8.125,1163.875,8.125,1163,6,2,5,2040,2040
26,red_thresholded,19,255,0,1377.500,9.605,1377.500,9.605,1375,6,5,7,4845,4845
27,red_thresholded,20,255,0,1618.450,9.400,1618.450,9.400,1615,6,7,7,5100,5100
28,red_thresholded,10,255,0,1743.800,8.200,1743.800,8.200,1742,6,4,4,2550,2550
29,red_thresholded,38,255,0,301.421,11.395,301.421,11.395,298,7,7,9,9690,9690
30,red_thresholded,22,255,0,602.500,10.364,602.500,10.364,600,7,5,6,5610,5610
31,red_thresholded,7,255,0,1105.500,8.500,1105.500,8.500,1104,7,3,3,1785,1785
32,red_thresholded,57,255,0,2038.974,10.886,2038.974,10.886,2034,7,10,8,14535,14535
33,red_thresholded,26,255,0,2113.308,8.846,2113.308,8.846,2109,7,9,4,6630,6630
34,red_thresholded,16,255,0,2170.688,9.000,2170.688,9.000,2168,7,5,4,4080,4080
35,red_thresholded,64,255,0,1339.250,13.484,1339.250,13.484,1336,8,7,11,16320,16320
36,red_thresholded,15,255,0,1592.967,10.367,1592.967,10.367,1591,8,4,5,3825,3825
37,red_thresholded,9,255,0,1628.167,9.611,1628.167,9.611,1626,8,4,3,2295,2295
38,red_thresholded,90,255,0,1911.111,13.722,1911.111,13.722,1902,8,19,10,22950,22950
39,red_thresholded,5,255,0,1953.300,9.100,1953.300,9.100,1952,8,3,2,1275,1275
40,red_thresholded,26,255,0,2103.654,10.308,2103.654,10.308,2100,8,7,5,6630,6630
41,red_thresholded,5,255,0,2134.100,9.700,2134.100,9.700,2133,8,2,3,1275,1275
42,red_thresholded,31,255,0,2184.919,10.597,2184.919,10.597,2180,8,9,6,7905,7905
43,red_thresholded,13,255,0,2506.808,9.577,2506.808,9.577,2504,8,5,3,3315,3315
44,red_thresholded,16,255,0,2656.625,9.938,2656.625,9.938,2654,8,5,5,4080,4080
45,red_thresholded,36,255,0,1042.806,12.583,1042.806,12.583,1039,9,8,7,9180,9180
46,red_thresholded,36,255,0,1419.472,11.667,1419.472,11.667,1415,9,8,6,9180,9180
47,red_thresholded,28,255,0,1449.107,12.464,1449.107,12.464,1446,9,6,6,7140,7140
48,red_thresholded,14,255,0,1670.000,10.786,1670.000,10.786,1668,9,4,4,3570,3570
49,red_thresholded,5,255,0,2015.300,9.900,2015.300,9.900,2014,9,3,2,1275,1275
50,red_thresholded,46,255,0,2602.630,14.304,2602.630,14.304,2599,9,7,10,11730,11730
51,red_thresholded,12,255,0,114.333,11.417,114.333,11.417,112,10,5,3,3060,3060
52,red_thresholded,15,255,0,1026.567,12.233,1026.567,12.233,1024,10,5,4,3825,3825
53,red_thresholded,47,255,0,1394.840,13.926,1394.840,13.926,1390,10,10,7,11985,11985
54,red_thresholded,50,255,0,1519.100,14.860,1519.100,14.860,1516,10,8,9,12750,12750
55,red_thresholded,19,255,0,1866.026,12.500,1866.026,12.500,1863,10,6,5,4845,4845
56,red_thresholded,31,255,0,2967.758,12.435,2967.758,12.435,2964,10,7,6,7905,7905
57,red_thresholded,10,255,0,238.500,12.700,238.500,12.700,237,11,3,4,2550,2550
58,red_thresholded,14,255,0,1289.571,13.643,1289.571,13.643,1288,11,3,5,3570,3570
59,red_thresholded,18,255,0,1324.056,14.000,1324.056,14.000,1322,11,4,6,4590,4590
60,red_thresholded,53,255,0,1758.632,15.028,1758.632,15.028,1753,11,12,8,13515,13515
61,red_thresholded,10,255,0,2164.000,13.000,2164.000,13.000,2162,11,4,4,2550,2550
62,red_thresholded,25,255,0,2548.300,14.700,2548.300,14.700,2545,11,6,7,6375,6375
63,red_thresholded,6,255,0,3059.500,11.833,3059.500,11.833,3057,11,5,2,1530,1530
