 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,green_thresholded,9,255,0,358.500,3.500,358.500,3.500,357,2,3,3,2295,2295
2,green_thresholded,8,255,0,367.375,5.625,367.375,5.625,366,4,3,3,2040,2040
3,green_thresholded,7,255,0,723.214,5.500,723.214,5.500,722,4,3,3,1785,1785
4,green_thresholded,14,255,0,650.071,7.214,650.071,7.214,648,5,4,4,3570,3570
5,green_thresholded,5,255,0,916.900,6.700,916.900,6.700,916,5,2,3,1275,1275
6,green_thresholded,8,255,0,1381.500,5.875,1381.500,5.875,1379,5,5,2,2040,2040
7,green_thresholded,21,255,0,1743.929,8.071,1743.929,8.071,1742,5,4,6,5355,5355
8,green_thresholded,20,255,0,1782.750,8.350,1782.750,8.350,1781,5,4,6,5100,5100
9,green_thresholded,16,255,0,218.875,10.500,218.875,10.500,217,8,4,5,4080,4080
10,green_thresholded,11,255,0,894.864,10.591,894.864,10.591,893,9,4,3,2805,2805
11,green_thresholded,8,255,0,1230.250,12.125,1230.250,12.125,1229,10,3,4,2040,2040
12,green_thresholded,18,255,0,1666.000,13.722,1666.000,13.722,1664,11,4,5,4590,4590
13,green_thresholded,9,255,0,1047.167,15.611,1047.167,15.611,1045,14,4,3,2295,2295
14,green_thresholded,4,255,0,1600.000,15.000,1600.000,15.000,1599,14,2,2,1020,1020
15,green_thresholded,4,255,0,2400.000,15.000,2400.000,15.000,2399,14,2,2,1020,1020
16,green_thresholded,17,255,0,952.618,17.088,952.618,17.088,950,15,5,4,4335,4335
17,green_thresholded,8,255,0,1760.625,16.625,1760.625,16.625,1759,15,3,3,2040,2040
18,green_thresholded,9,255,0,41.500,18.500,41.500,18.500,40,17,3,3,2295,2295
19,green_thresholded,6,255,0,1642.167,19.000,1642.167,19.000,1641,17,2,4,1530,1530
20,green_thresholded,10,255,0,1745.700,18.500,1745.700,18.500,1744,17,4,3,2550,2550
21,green_thresholded,4,255,0,230.750,20.500,230.750,20.500,230,19,2,3,1020,1020
22,green_thresholded,7,255,0,1240.643,21.071,1240.643,21.071,1239,19,4,4,1785,1785
23,green_thresholded,11,255,0,3508.045,23.318,3508.045,23.318,3506,21,4,4,2805,2805
24,green_thresholded,9,255,0,4197.389,23.167,4197.389,23.167,4196,21,3,4,2295,2295
25,green_thresholded,7,255,0,6465.786,22.071,6465.786,22.071,6464,21,4,2,1785,1785
26,green_thresholded,13,255,0,881.269,24.731,881.269,24.731,879,22,4,5,3315,3315
27,green_thresholded,5,255,0,2072.700,23.500,2072.700,23.500,2071,22,3,3,1275,1275
28,green_thresholded,21,255,0,3739.119,24.071,3739.119,24.071,3736,22,6,4,5355,5355
29,green_thresholded,12,255,0,1626.000,25.250,1626.000,25.250,1624,23,4,5,3060,3060
30,green_thresholded,5,255,0,3249.900,23.900,3249.900,23.900,3248,23,4,2,1275,1275
31,green_thresholded,4,255,0,3772.500,23.750,3772.500,23.750,3771,23,3,2,1020,1020
32,green_thresholded,11,255,0,1832.136,25.591,1832.136,25.591,1830,24,4,3,2805,2805
33,green_thresholded,12,255,0,4904.000,25.500,4904.000,25.500,4902,24,4,3,3060,3060
34,green_thresholded,5,255,0,291.900,26.700,291.900,26.700,291,25,2,3,1275,1275
35,green_thresholded,9,255,0,1358.278,27.056,1358.278,27.056,1356,25,4,4,2295,2295
36,green_thresholded,9,255,0,1377.833,27.500,1377.833,27.500,1376,25,3,5,2295,2295
37,green_thresholded,11,255,0,1616.045,26.864,1616.045,26.864,1614,25,4,4,2805,2805
38,green_thresholded,4,255,0,1875.500,25.750,1875.500,25.750,1874,25,3,2,1020,1020
39,green_thresholded,20,255,0,3702.750,27.550,3702.750,27.550,3700,25,5,5,5100,5100
40,green_thresholded,17,255,0,1161.912,28.618,1161.912,28.618,1160,26,4,5,4335,4335
41,green_thresholded,4,255,0,2148.250,27.500,2148.250,27.500,2147,26,2,3,1020,1020
42,green_thresholded,6,255,0,4780.000,27.333,4780.000,27.333,4778,26,4,3,1530,1530
43,green_thresholded,8,255,0,1416.750,30.125,1416.750,30.125,1415,28,3,4,2040,2040
44,green_thresholded,13,255,0,2357.269,30.115,2357.269,30.115,2355,28,4,4,3315,3315
45,green_thresholded,13,255,0,3140.038,30.192,3140.038,30.192,3138,28,4,5,3315,3315
46,green_thresholded,16,255,0,3756.500,30.000,3756.500,30.000,3754,28,5,4,4080,4080
47,green_thresholded,6,255,0,5489.333,29.333,5489.333,29.333,5488,28,3,3,1530,1530
48,green_thresholded,5,255,0,5531.100,29.700,5531.100,29.700,5530,28,2,3,1275,1275
49,green_thresholded,16,255,0,1216.562,31.188,1216.562,31.188,1214,29,5,4,4080,4080
50,green_thresholded,17,255,0,2654.029,30.971,2654.029,30.971,2652,29,5,5,4335,4335
51,green_thresholded,10,255,0,3146.300,31.000,3146.300,31.000,3145,29,3,4,2550,2550
52,green_thresholded,12,255,0,3495.000,31.250,3495.000,31.250,3493,29,4,4,3060,3060
53,green_thresholded,7,255,0,1072.214,31.071,1072.214,31.071,1070,30,4,2,1785,1785
54,green_thresholded,17,255,0,1128.147,32.500,1128.147,32.500,1126,30,5,5,4335,4335
55,green_thresholded,24,255,0,1649.042,32.375,1649.042,32.375,1646,30,6,5,6120,6120
56,green_thresholded,10,255,0,2740.800,32.200,2740.800,32.200,2739,30,4,4,2550,2550
57,green_thresholded,15,255,0,3184.767,32.833,3184.767,32.833,3183,30,4,5,3825,3825
58,green_thresholded,12,255,0,4761.250,32.167,4761.250,32.167,4759,30,4,4,3060,3060
59,green_thresholded,4,255,0,1251.000,32.000,1251.000,32.000,1250,31,2,2,1020,1020
60,green_thresholded,11,255,0,4718.136,32.955,4718.136,32.955,4716,31,4,4,2805,2805
61,green_thresholded,4,255,0,6493.000,32.000,6493.000,32.000,6492,31,2,2,1020,1020
62,green_thresholded,12,255,0,1636.250,34.000,1636.250,34.000,1634,32,4,4,3060,3060
63,green_thresholded,16,255,0,1857.438,33.812,1857.438,33.812,1855,32,5,4,4080,4080
64,green_thresholded,13,255,0,3327.731,34.654,3327.731,34.654,3326,32,4,5,3315,3315
65,green_thresholded,18,255,0,3708.167,34.500,3708.167,34.500,3706,32,4,5,4590,4590
66,green_thresholded,10,255,0,5037.300,34.000,5037.300,34.000,5036,32,3,4,2550,2550
67,green_thresholded,6,255,0,5419.000,33.500,5419.000,33.500,5418,32,2,3,1530,1530
68,green_thresholded,5,255,0,1309.900,34.300,1309.900,34.300,1309,33,2,3,1275,1275
69,green_thresholded,7,255,0,3744.214,34.643,3744.214,34.643,3742,33,4,3,1785,1785
70,green_thresholded,7,255,0,4551.929,34.786,4551.929,34.786,4550,33,4,3,1785,1785
71,green_thresholded,6,255,0,4808.667,34.667,4808.667,34.667,4807,33,3,3,1530,1530
72,green_thresholded,5,255,0,5713.100,34.300,5713.100,34.300,5712,33,2,3,1275,1275
73,green_thresholded,6,255,0,525.667,35.167,525.667,35.167,524,34,3,3,1530,1530
74,green_thresholded,14,255,0,1392.000,36.214,1392.000,36.214,1390,34,4,4,3570,3570
75,green_thresholded,5,255,0,1528.700,34.900,1528.700,34.900,1527,34,3,2,1275,1275
76,green_thresholded,6,255,0,3824.833,35.333,3824.833,35.333,3823,34,3,3,1530,1530
77,green_thresholded,4,255,0,4263.500,35.000,4263.500,35.000,4262,34,3,2,1020,1020
78,green_thresholded,5,255,0,5137.900,35.300,5137.900,35.300,5137,34,2,3,1275,1275
79,green_thresholded,21,255,0,5382.548,36.881,5382.548,36.881,5380,34,5,6,5355,5355
80,green_thresholded,9,255,0,1013.389,36.611,1013.389,36.611,1012,35,3,4,2295,2295
81,green_thresholded,11,255,0,1207.227,37.227,1207.227,37.227,1205,35,4,4,2805,2805
82,green_thresholded,11,255,0,2435.591,37.136,2435.591,37.136,2434,35,3,4,2805,2805
83,green_thresholded,11,255,0,3001.136,37.045,3001.136,37.045,2999,35,4,4,2805,2805
84,green_thresholded,14,255,0,3275.857,37.571,3275.857,37.571,3274,35,4,5,3570,3570
85,green_thresholded,10,255,0,4192.300,36.500,4192.300,36.500,4190,35,4,3,2550,2550
86,green_thresholded,6,255,0,1623.000,37.500,1623.000,37.500,1622,36,2,3,1530,1530
87,green_thresholded,12,255,0,2427.750,38.167,2427.750,38.167,2426,36,4,4,3060,3060
88,green_thresholded,8,255,0,3069.250,38.125,3069.250,38.125,3068,36,3,4,2040,2040
89,green_thresholded,13,255,0,3376.269,38.115,3376.269,38.115,3374,36,4,4,3315,3315
90,green_thresholded,13,255,0,6417.115,37.885,6417.115,37.885,6415,36,4,4,3315,3315
91,green_thresholded,10,255,0,1081.700,38.500,1081.700,38.500,1080,37,4,3,2550,2550
92,green_thresholded,12,255,0,1657.833,38.583,1657.833,38.583,1656,37,4,4,3060,3060
93,green_thresholded,15,255,0,2329.167,39.300,2329.167,39.300,2327,37,4,5,3825,3825
94,green_thresholded,14,255,0,5415.571,39.786,5415.571,39.786,5413,37,5,5,3570,3570
95,green_thresholded,9,255,0,6013.944,39.167,6013.944,39.167,6012,37,4,4,2295,2295
96,green_thresholded,18,255,0,3026.333,40.778,3026.333,40.778,3024,38,5,6,4590,4590
97,green_thresholded,7,255,0,3720.214,39.500,3720.214,39.500,3719,38,3,3,1785,1785
98,green_thresholded,14,255,0,5976.857,40.286,5976.857,40.286,5975,38,4,5,3570,3570
99,green_thresholded,18,255,0,1920.500,41.167,1920.500,41.167,1918,39,5,4,4590,4590
100,green_thresholded,9,255,0,3115.500,40.500,3115.500,40.500,3114,39,3,3,2295,2295
101,green_thresholded,11,255,0,3790.136,41.136,3790.136,41.136,3788,39,6,4,2805,2805
102,green_thresholded,16,255,0,2362.125,42.938,2362.125,42.938,2360,40,4,5,4080,4080
103,green_thresholded,8,255,0,4658.625,41.500,4658.625,41.500,4657,40,3,3,2040,2040
104,green_thresholded,6,255,0,4997.667,41.500,4997.667,41.500,4996,40,3,3,1530,1530
105,green_thresholded,6,255,0,5238.500,41.000,5238.500,41.000,5237,40,3,2,1530,1530
106,green_thresholded,17,255,0,5270.912,42.382,5270.912,42.382,5269,40,4,5,4335,4335
107,green_thresholded,16,255,0,6487.875,42.625,6487.875,42.625,6485,40,5,5,4080,4080
108,green_thresholded,9,255,0,319.611,43.167,319.611,43.167,318,41,3,4,2295,2295
109,green_thresholded,20,255,0,685.750,43.750,685.750,43.750,683,41,5,5,5100,5100
110,green_thresholded,8,255,0,1254.375,42.375,1254.375,42.375,1253,41,3,3,2040,2040
111,green_thresholded,8,255,0,1807.625,42.625,1807.625,42.625,1806,41,3,3,2040,2040
112,green_thresholded,22,255,0,5059.409,43.409,5059.409,43.409,5057,41,5,5,5610,5610
113,green_thresholded,18,255,0,6389.278,43.000,6389.278,43.000,6387,41,5,4,4590,4590
114,green_thresholded,15,255,0,597.900,43.900,597.900,43.900,596,42,4,4,3825,3825
115,green_thresholded,6,255,0,3010.667,43.667,3010.667,43.667,3009,42,3,3,1530,1530
116,green_thresholded,13,255,0,2888.962,44.885,2888.962,44.885,2887,43,4,4,3315,3315
117,green_thresholded,16,255,0,302.188,46.688,302.188,46.688,300,44,4,5,4080,4080
118,green_thresholded,14,255,0,4832.143,46.714,4832.143,46.714,4830,44,4,5,3570,3570
119,green_thresholded,12,255,0,4961.167,46.250,4961.167,46.250,4959,44,4,4,3060,3060
120,green_thresholded,10,255,0,6321.700,46.100,6321.700,46.100,6320,44,4,4,2550,2550
121,green_thresholded,15,255,0,577.767,47.167,577.767,47.167,576,45,4,5,3825,3825
122,green_thresholded,16,255,0,819.500,47.375,819.500,47.375,817,45,5,5,4080,4080
