 ,Label,Area,Mean,StdDev,X,Y,XM,YM,BX,BY,Width,Height,IntDen,RawIntDen
1,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,2292.000,8.500,2292.000,8.500,2290,8,4,1,1020,1020
2,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,12,255,0,3267.833,15.250,3267.833,15.250,3266,13,4,4,3060,3060
3,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,3605.500,19.250,3605.500,19.250,3604,18,3,2,1020,1020
4,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,2774.000,20.000,2774.000,20.000,2773,19,2,2,1020,1020
5,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,885.000,21.000,885.000,21.000,884,20,2,2,1020,1020
6,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,4573.900,23.700,4573.900,23.700,4573,22,2,3,1275,1275
7,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,7,255,0,4827.214,24.500,4827.214,24.500,4826,23,3,3,1785,1785
8,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,15,255,0,1446.967,26.367,1446.967,26.367,1445,24,4,5,3825,3825
9,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,2544.500,25.700,2544.500,25.700,2543,24,3,3,1275,1275
10,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,14,255,0,1598.214,27.000,1598.214,27.000,1596,25,4,4,3570,3570
11,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,6,255,0,1624.667,26.333,1624.667,26.333,1623,25,3,3,1530,1530
12,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,1707.833,25.833,1707.833,25.833,1707,25,2,2,765,765
13,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,2,255,0,2388.000,25.500,2388.000,25.500,2387,25,2,1,510,510
14,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,2528.500,26.500,2528.500,26.500,2527,25,3,3,1275,1275
15,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,8,255,0,3599.625,26.625,3599.625,26.625,3598,25,3,3,2040,2040
16,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,9,255,0,4677.611,28.167,4677.611,28.167,4676,26,3,4,2295,2295
17,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,1369.833,30.167,1369.833,30.167,1369,29,2,2,765,765
18,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,13,255,0,1339.115,32.885,1339.115,32.885,1337,31,4,4,3315,3315
19,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,3,255,0,30.500,32.500,30.500,32.500,29,32,3,1,765,765
20,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,9,255,0,6178.167,33.722,6178.167,33.722,6176,32,4,3,2295,2295
21,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,8,255,0,3553.375,34.625,3553.375,34.625,3552,33,3,3,2040,2040
22,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,11,255,0,60.136,35.591,60.136,35.591,58,34,4,3,2805,2805
23,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,1057.900,35.700,1057.900,35.700,1057,34,2,3,1275,1275
24,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,2,255,0,1521.500,35.000,1521.500,35.000,1521,34,1,2,510,510
25,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,2,255,0,2482.500,35.000,2482.500,35.000,2482,34,1,2,510,510
26,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,12,255,0,394.833,37.000,394.833,37.000,393,35,4,4,3060,3060
27,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,10,255,0,5725.500,36.700,5725.500,36.700,5724,35,3,4,2550,2550
28,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,11,255,0,3517.682,38.318,3517.682,38.318,3516,36,4,4,2805,2805
29,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,4274.750,37.500,4274.750,37.500,4274,36,2,3,1020,1020
30,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,12,255,0,3611.000,39.000,3611.000,39.000,3609,37,4,4,3060,3060
31,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,11,255,0,5156.136,39.409,5156.136,39.409,5154,37,4,5,2805,2805
32,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,4,255,0,3305.500,39.000,3305.500,39.000,3304,38,3,2,1020,1020
33,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,4576.900,39.700,4576.900,39.700,4576,38,2,3,1275,1275
34,Output\A1_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged-1.tif_colocs,5,255,0,5143.100,40.300,5143.100,40.300,5142,39,2,3,1275,1275
