,ImageID,VGAT Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
39,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,32.0,80.0,A2, AB7923,M,CTRL,42
40,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,46.0,82.0,A2, AB7923,M,CTRL,42
41,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,29.0,84.0,A2, AB7923,M,CTRL,42
42,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,34.0,86.0,A2, AB7923,M,CTRL,42
43,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,24.0,88.0,A2, AB7923,M,CTRL,42
44,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,21.0,90.0,A2, AB7923,M,CTRL,42
45,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,21.0,92.0,A2, AB7923,M,CTRL,42
46,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,27.0,94.0,A2, AB7923,M,CTRL,42
47,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,14.0,96.0,A2, AB7923,M,CTRL,42
48,A2_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,3.0,98.0,A2, AB7923,M,CTRL,42
0,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,56.0,2.0,A2, AB7923,M,CTRL,42
1,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,39.0,4.0,A2, AB7923,M,CTRL,42
2,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,43.0,6.0,A2, AB7923,M,CTRL,42
3,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,49.0,8.0,A2, AB7923,M,CTRL,42
4,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,47.0,10.0,A2, AB7923,M,CTRL,42
5,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,23.0,12.0,A2, AB7923,M,CTRL,42
6,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,16.0,14.0,A2, AB7923,M,CTRL,42
7,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,17.0,16.0,A2, AB7923,M,CTRL,42
8,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,17.0,18.0,A2, AB7923,M,CTRL,42
9,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,46.0,20.0,A2, AB7923,M,CTRL,42
10,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,88.0,22.0,A2, AB7923,M,CTRL,42
11,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,147.0,24.0,A2, AB7923,M,CTRL,42
12,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,194.0,26.0,A2, AB7923,M,CTRL,42
13,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,219.0,28.0,A2, AB7923,M,CTRL,42
14,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,197.0,30.0,A2, AB7923,M,CTRL,42
15,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,170.0,32.0,A2, AB7923,M,CTRL,42
16,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,140.0,34.0,A2, AB7923,M,CTRL,42
17,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,125.0,36.0,A2, AB7923,M,CTRL,42
18,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,110.0,38.0,A2, AB7923,M,CTRL,42
19,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,84.0,40.0,A2, AB7923,M,CTRL,42
20,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,39.0,42.0,A2, AB7923,M,CTRL,42
21,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,66.0,44.0,A2, AB7923,M,CTRL,42
22,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,77.0,46.0,A2, AB7923,M,CTRL,42
23,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,78.0,48.0,A2, AB7923,M,CTRL,42
24,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,99.0,50.0,A2, AB7923,M,CTRL,42
25,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,78.0,52.0,A2, AB7923,M,CTRL,42
26,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,110.0,54.0,A2, AB7923,M,CTRL,42
27,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,64.0,56.0,A2, AB7923,M,CTRL,42
28,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,118.0,58.0,A2, AB7923,M,CTRL,42
29,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,114.0,60.0,A2, AB7923,M,CTRL,42
30,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,97.0,62.0,A2, AB7923,M,CTRL,42
31,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,125.0,64.0,A2, AB7923,M,CTRL,42
32,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,82.0,66.0,A2, AB7923,M,CTRL,42
33,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,109.0,68.0,A2, AB7923,M,CTRL,42
34,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,49.0,70.0,A2, AB7923,M,CTRL,42
35,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,87.0,72.0,A2, AB7923,M,CTRL,42
36,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,57.0,74.0,A2, AB7923,M,CTRL,42
37,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,70.0,76.0,A2, AB7923,M,CTRL,42
38,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,38.0,78.0,A2, AB7923,M,CTRL,42
39,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,35.0,80.0,A2, AB7923,M,CTRL,42
40,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,32.0,82.0,A2, AB7923,M,CTRL,42
41,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,31.0,84.0,A2, AB7923,M,CTRL,42
42,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,35.0,86.0,A2, AB7923,M,CTRL,42
43,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,42.0,88.0,A2, AB7923,M,CTRL,42
44,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,39.0,90.0,A2, AB7923,M,CTRL,42
45,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,36.0,92.0,A2, AB7923,M,CTRL,42
46,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,40.0,94.0,A2, AB7923,M,CTRL,42
47,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,30.0,96.0,A2, AB7923,M,CTRL,42
48,A2_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,35.0,98.0,A2, AB7923,M,CTRL,42
0,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,69.0,2.0,A2, AB7923,M,CTRL,42
1,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,83.0,4.0,A2, AB7923,M,CTRL,42
2,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,86.0,6.0,A2, AB7923,M,CTRL,42
3,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,74.0,8.0,A2, AB7923,M,CTRL,42
4,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,48.0,10.0,A2, AB7923,M,CTRL,42
5,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,32.0,12.0,A2, AB7923,M,CTRL,42
6,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,13.0,14.0,A2, AB7923,M,CTRL,42
7,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,31.0,16.0,A2, AB7923,M,CTRL,42
8,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,46.0,18.0,A2, AB7923,M,CTRL,42
9,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,134.0,20.0,A2, AB7923,M,CTRL,42
10,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,237.0,22.0,A2, AB7923,M,CTRL,42
11,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,243.0,24.0,A2, AB7923,M,CTRL,42
12,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,288.0,26.0,A2, AB7923,M,CTRL,42
13,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,227.0,28.0,A2, AB7923,M,CTRL,42
14,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,227.0,30.0,A2, AB7923,M,CTRL,42
15,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,227.0,32.0,A2, AB7923,M,CTRL,42
16,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,190.0,34.0,A2, AB7923,M,CTRL,42
17,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,172.0,36.0,A2, AB7923,M,CTRL,42
18,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,127.0,38.0,A2, AB7923,M,CTRL,42
19,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,96.0,40.0,A2, AB7923,M,CTRL,42
20,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,126.0,42.0,A2, AB7923,M,CTRL,42
21,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,191.0,44.0,A2, AB7923,M,CTRL,42
22,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,218.0,46.0,A2, AB7923,M,CTRL,42
23,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,203.0,48.0,A2, AB7923,M,CTRL,42
24,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,226.0,50.0,A2, AB7923,M,CTRL,42
25,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,224.0,52.0,A2, AB7923,M,CTRL,42
26,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,190.0,54.0,A2, AB7923,M,CTRL,42
27,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,158.0,56.0,A2, AB7923,M,CTRL,42
28,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,214.0,58.0,A2, AB7923,M,CTRL,42
29,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,222.0,60.0,A2, AB7923,M,CTRL,42
30,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,214.0,62.0,A2, AB7923,M,CTRL,42
31,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,232.0,64.0,A2, AB7923,M,CTRL,42
32,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,203.0,66.0,A2, AB7923,M,CTRL,42
33,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,189.0,68.0,A2, AB7923,M,CTRL,42
34,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,128.0,70.0,A2, AB7923,M,CTRL,42
35,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,149.0,72.0,A2, AB7923,M,CTRL,42
36,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,149.0,74.0,A2, AB7923,M,CTRL,42
37,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,154.0,76.0,A2, AB7923,M,CTRL,42
38,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,108.0,78.0,A2, AB7923,M,CTRL,42
39,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,104.0,80.0,A2, AB7923,M,CTRL,42
40,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,90.0,82.0,A2, AB7923,M,CTRL,42
41,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,60.0,84.0,A2, AB7923,M,CTRL,42
42,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,81.0,86.0,A2, AB7923,M,CTRL,42
43,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,104.0,88.0,A2, AB7923,M,CTRL,42
44,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,101.0,90.0,A2, AB7923,M,CTRL,42
45,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,87.0,92.0,A2, AB7923,M,CTRL,42
46,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,74.0,94.0,A2, AB7923,M,CTRL,42
47,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,58.0,96.0,A2, AB7923,M,CTRL,42
48,A2_ACC_section3_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,59.0,98.0,A2, AB7923,M,CTRL,42
0,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,167.0,2.0,A3, AB7930,M,CKO,42
1,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,178.0,4.0,A3, AB7930,M,CKO,42
2,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,144.0,6.0,A3, AB7930,M,CKO,42
3,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,104.0,8.0,A3, AB7930,M,CKO,42
4,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,74.0,10.0,A3, AB7930,M,CKO,42
5,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,50.0,12.0,A3, AB7930,M,CKO,42
6,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,39.0,14.0,A3, AB7930,M,CKO,42
7,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,78.0,16.0,A3, AB7930,M,CKO,42
8,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,121.0,18.0,A3, AB7930,M,CKO,42
9,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,245.0,20.0,A3, AB7930,M,CKO,42
10,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,298.0,22.0,A3, AB7930,M,CKO,42
11,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,277.0,24.0,A3, AB7930,M,CKO,42
12,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,217.0,26.0,A3, AB7930,M,CKO,42
13,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,147.0,28.0,A3, AB7930,M,CKO,42
14,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,206.0,30.0,A3, AB7930,M,CKO,42
15,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,222.0,32.0,A3, AB7930,M,CKO,42
16,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,170.0,34.0,A3, AB7930,M,CKO,42
17,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,172.0,36.0,A3, AB7930,M,CKO,42
18,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,149.0,38.0,A3, AB7930,M,CKO,42
19,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,130.0,40.0,A3, AB7930,M,CKO,42
20,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,101.0,42.0,A3, AB7930,M,CKO,42
21,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,161.0,44.0,A3, AB7930,M,CKO,42
22,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,233.0,46.0,A3, AB7930,M,CKO,42
23,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,208.0,48.0,A3, AB7930,M,CKO,42
24,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,191.0,50.0,A3, AB7930,M,CKO,42
25,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,185.0,52.0,A3, AB7930,M,CKO,42
26,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,191.0,54.0,A3, AB7930,M,CKO,42
27,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,167.0,56.0,A3, AB7930,M,CKO,42
28,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,178.0,58.0,A3, AB7930,M,CKO,42
29,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,188.0,60.0,A3, AB7930,M,CKO,42
30,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,192.0,62.0,A3, AB7930,M,CKO,42
31,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,151.0,64.0,A3, AB7930,M,CKO,42
32,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,164.0,66.0,A3, AB7930,M,CKO,42
33,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,137.0,68.0,A3, AB7930,M,CKO,42
34,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,121.0,70.0,A3, AB7930,M,CKO,42
35,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,96.0,72.0,A3, AB7930,M,CKO,42
36,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,84.0,74.0,A3, AB7930,M,CKO,42
37,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,99.0,76.0,A3, AB7930,M,CKO,42
38,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,117.0,78.0,A3, AB7930,M,CKO,42
39,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,91.0,80.0,A3, AB7930,M,CKO,42
40,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,116.0,82.0,A3, AB7930,M,CKO,42
41,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,56.0,84.0,A3, AB7930,M,CKO,42
42,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,33.0,86.0,A3, AB7930,M,CKO,42
43,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,58.0,88.0,A3, AB7930,M,CKO,42
44,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,44.0,90.0,A3, AB7930,M,CKO,42
45,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,76.0,92.0,A3, AB7930,M,CKO,42
46,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,52.0,94.0,A3, AB7930,M,CKO,42
47,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,46.0,96.0,A3, AB7930,M,CKO,42
48,A3_ACC_section1_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,45.0,98.0,A3, AB7930,M,CKO,42
0,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,49.0,2.0,A3, AB7930,M,CKO,42
1,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,78.0,4.0,A3, AB7930,M,CKO,42
2,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,62.0,6.0,A3, AB7930,M,CKO,42
3,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,39.0,8.0,A3, AB7930,M,CKO,42
4,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,38.0,10.0,A3, AB7930,M,CKO,42
5,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,26.0,12.0,A3, AB7930,M,CKO,42
6,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,28.0,14.0,A3, AB7930,M,CKO,42
7,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,61.0,16.0,A3, AB7930,M,CKO,42
8,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,104.0,18.0,A3, AB7930,M,CKO,42
9,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,164.0,20.0,A3, AB7930,M,CKO,42
10,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,223.0,22.0,A3, AB7930,M,CKO,42
11,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,211.0,24.0,A3, AB7930,M,CKO,42
12,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,200.0,26.0,A3, AB7930,M,CKO,42
13,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,170.0,28.0,A3, AB7930,M,CKO,42
14,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,172.0,30.0,A3, AB7930,M,CKO,42
15,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,145.0,32.0,A3, AB7930,M,CKO,42
16,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,127.0,34.0,A3, AB7930,M,CKO,42
17,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,138.0,36.0,A3, AB7930,M,CKO,42
18,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,96.0,38.0,A3, AB7930,M,CKO,42
19,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,100.0,40.0,A3, AB7930,M,CKO,42
20,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,62.0,42.0,A3, AB7930,M,CKO,42
21,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,83.0,44.0,A3, AB7930,M,CKO,42
22,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,120.0,46.0,A3, AB7930,M,CKO,42
23,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,130.0,48.0,A3, AB7930,M,CKO,42
24,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,134.0,50.0,A3, AB7930,M,CKO,42
25,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,134.0,52.0,A3, AB7930,M,CKO,42
26,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,157.0,54.0,A3, AB7930,M,CKO,42
27,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,99.0,56.0,A3, AB7930,M,CKO,42
28,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,106.0,58.0,A3, AB7930,M,CKO,42
29,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,89.0,60.0,A3, AB7930,M,CKO,42
30,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,79.0,62.0,A3, AB7930,M,CKO,42
31,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,106.0,64.0,A3, AB7930,M,CKO,42
32,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,89.0,66.0,A3, AB7930,M,CKO,42
33,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,81.0,68.0,A3, AB7930,M,CKO,42
34,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,59.0,70.0,A3, AB7930,M,CKO,42
35,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,61.0,72.0,A3, AB7930,M,CKO,42
36,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,44.0,74.0,A3, AB7930,M,CKO,42
37,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,43.0,76.0,A3, AB7930,M,CKO,42
38,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,43.0,78.0,A3, AB7930,M,CKO,42
39,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,35.0,80.0,A3, AB7930,M,CKO,42
40,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,26.0,82.0,A3, AB7930,M,CKO,42
41,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,27.0,84.0,A3, AB7930,M,CKO,42
42,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,44.0,86.0,A3, AB7930,M,CKO,42
43,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,18.0,88.0,A3, AB7930,M,CKO,42
44,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,21.0,90.0,A3, AB7930,M,CKO,42
45,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,27.0,92.0,A3, AB7930,M,CKO,42
46,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,25.0,94.0,A3, AB7930,M,CKO,42
47,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,12.0,96.0,A3, AB7930,M,CKO,42
48,A3_ACC_section2_488-Cas9_594-Geph_647-VGAT_20240229_Merged.tif,15.0,98.0,A3, AB7930,M,CKO,42
